avg_established_duration,connections_per_second,failure_rate,process_to_ip_diversity,destination_diversity_score,ip_entropy,label
13914.85514,0.07839617,0,8.6,0.099236641,2.907805149,0
12506.10264,0.078729282,0.00877193,8.6,0.114035088,2.939589607,0
11631.44207,0.081825334,0,8.6,0.125,2.894655542,0
11335.80563,0.081417625,0,8,0.141176471,2.878388746,0
11308.49513,0.086265607,0,7.8,0.157894737,2.855750132,0
11433.98476,0.086890244,0,6.8,0.192982456,2.830288646,0
11420.15676,0.099173554,0,8.25,0.229166667,2.787022524,0
10626.8451,0.113636364,0.033333333,6.5,0.3,2.661781688,0
3118.348583,0.297297297,0,5.5,0.454545455,1.648364017,0
15951.69962,0.074734119,0,7.8,0.040384615,3.013201945,0
18555.14135,0.068330442,0,7.8,0.04296875,3.053186408,0
18610.16192,0.068922131,0,7.6,0.042596349,3.049654424,0
16103.46126,0.073054445,0,7.4,0.044210526,3.035652185,0
16165.59155,0.074461137,0,7.1,0.043859649,3.02410301,0
